time,pred,entry,exit,result,pnl,cum_pnl
2025-07-14 11:50:00,SELL,3366.992,3367.992,SL,-1.0,-697.0
2025-07-14 11:55:00,SELL,3364.169,3365.169,SL,-1.0,-698.0
2025-07-14 12:00:00,SELL,3366.102,3365.602,TP,0.5,-697.5
2025-07-14 12:05:00,SELL,3363.137,3362.637,TP,0.5,-697.0
2025-07-14 12:10:00,SELL,3362.147,3361.647,TP,0.5,-696.5
2025-07-14 12:15:00,SELL,3362.701,3362.201,TP,0.5,-696.0
2025-07-14 12:20:00,SELL,3359.878,3359.378,TP,0.5,-695.5
2025-07-14 12:25:00,SELL,3358.107,3357.607,TP,0.5,-695.0
2025-07-14 12:30:00,SELL,3357.26,3356.76,TP,0.5,-694.5
2025-07-14 12:35:00,SELL,3351.539,3352.539,SL,-1.0,-695.5
2025-07-14 12:40:00,SELL,3351.512,3352.512,SL,-1.0,-696.5
2025-07-14 12:45:00,SELL,3350.227,3351.227,SL,-1.0,-697.5
2025-07-14 12:50:00,SELL,3352.144,3353.144,SL,-1.0,-698.5
2025-07-14 12:55:00,SELL,3350.103,3351.103,SL,-1.0,-699.5
2025-07-14 13:00:00,SELL,3352.693,3352.193,TP,0.5,-699.0
2025-07-14 13:05:00,SELL,3349.768,3350.768,SL,-1.0,-700.0
2025-07-14 13:10:00,SELL,3353.07,3354.07,SL,-1.0,-701.0
2025-07-14 13:15:00,SELL,3352.374,3353.374,SL,-1.0,-702.0
2025-07-14 13:20:00,SELL,3353.661,3354.661,SL,-1.0,-703.0
2025-07-14 13:25:00,SELL,3355.471,3356.471,SL,-1.0,-704.0
2025-07-14 13:30:00,SELL,3357.507,3357.007,TP,0.5,-703.5
2025-07-14 13:35:00,SELL,3357.571,3357.071,TP,0.5,-703.0
2025-07-14 13:40:00,SELL,3357.268,3358.268,SL,-1.0,-704.0
2025-07-14 13:45:00,SELL,3357.924,3358.924,SL,-1.0,-705.0
2025-07-14 13:50:00,SELL,3357.155,3356.655,TP,0.5,-704.5
2025-07-14 13:55:00,SELL,3355.258,3356.258,SL,-1.0,-705.5
2025-07-14 14:00:00,SELL,3352.331,3353.331,SL,-1.0,-706.5
2025-07-14 14:05:00,SELL,3354.67,3354.17,TP,0.5,-706.0
2025-07-14 14:10:00,SELL,3351.769,3351.269,TP,0.5,-705.5
2025-07-14 14:15:00,SELL,3350.485,3349.985,TP,0.5,-705.0
2025-07-14 14:20:00,SELL,3347.703,3348.703,SL,-1.0,-706.0
2025-07-14 14:25:00,SELL,3351.979,3351.479,TP,0.5,-705.5
2025-07-14 14:30:00,SELL,3347.408,3346.908,TP,0.5,-705.0
2025-07-14 14:35:00,SELL,3343.928,3343.428,TP,0.5,-704.5
2025-07-14 14:40:00,SELL,3342.169,3343.169,SL,-1.0,-705.5
2025-07-14 14:45:00,SELL,3344.044,3345.044,SL,-1.0,-706.5
2025-07-14 14:50:00,SELL,3342.345,3343.345,SL,-1.0,-707.5
2025-07-14 14:55:00,SELL,3343.045,3344.045,SL,-1.0,-708.5
2025-07-14 15:00:00,SELL,3345.746,3346.746,SL,-1.0,-709.5
2025-07-14 15:05:00,SELL,3348.39,3349.39,SL,-1.0,-710.5
2025-07-14 15:10:00,SELL,3348.431,3347.931,TP,0.5,-710.0
2025-07-14 15:15:00,SELL,3346.238,3347.238,SL,-1.0,-711.0
2025-07-14 15:20:00,SELL,3346.75,3347.75,SL,-1.0,-712.0
2025-07-14 15:25:00,SELL,3346.986,3347.986,SL,-1.0,-713.0
2025-07-14 15:30:00,BUY,3347.913,3348.413,TP,0.5,-712.5
2025-07-14 15:35:00,BUY,3348.37,3347.37,SL,-1.0,-713.5
2025-07-14 15:40:00,BUY,3348.475,3347.475,SL,-1.0,-714.5
2025-07-14 15:45:00,BUY,3346.648,3347.148,TP,0.5,-714.0
2025-07-14 15:50:00,BUY,3346.004,3345.004,SL,-1.0,-715.0
2025-07-14 15:55:00,BUY,3345.105,3344.105,SL,-1.0,-716.0
2025-07-14 16:00:00,BUY,3343.741,3344.241,TP,0.5,-715.5
2025-07-14 16:05:00,BUY,3345.382,3345.882,TP,0.5,-715.0
2025-07-14 16:10:00,BUY,3346.291,3346.791,TP,0.5,-714.5
2025-07-14 16:15:00,SELL,3346.769,3347.769,SL,-1.0,-715.5
2025-07-14 16:20:00,SELL,3347.95,3347.45,TP,0.5,-715.0
2025-07-14 16:25:00,BUY,3348.337,3348.837,TP,0.5,-714.5
2025-07-14 16:30:00,BUY,3348.333,3348.833,TP,0.5,-714.0
2025-07-14 16:35:00,BUY,3348.754,3347.754,SL,-1.0,-715.0
2025-07-14 16:40:00,SELL,3348.242,3347.742,TP,0.5,-714.5
2025-07-14 16:45:00,SELL,3346.404,3347.404,SL,-1.0,-715.5
2025-07-14 16:50:00,SELL,3347.234,3348.234,SL,-1.0,-716.5
2025-07-14 16:55:00,SELL,3347.749,3348.749,SL,-1.0,-717.5
2025-07-14 17:00:00,BUY,3348.843,3349.343,TP,0.5,-717.0
2025-07-14 17:05:00,BUY,3348.865,3347.865,SL,-1.0,-718.0
2025-07-14 17:10:00,BUY,3348.258,3348.758,TP,0.5,-717.5
2025-07-14 17:15:00,BUY,3348.444,3348.944,TP,0.5,-717.0
2025-07-14 17:20:00,BUY,3349.622,3350.122,TP,0.5,-716.5
2025-07-14 17:25:00,BUY,3350.513,3351.013,TP,0.5,-716.0
2025-07-14 17:30:00,BUY,3350.357,3350.857,TP,0.5,-715.5
2025-07-14 17:35:00,BUY,3350.541,3351.041,TP,0.5,-715.0
2025-07-14 17:40:00,BUY,3350.905,3351.405,TP,0.5,-714.5
2025-07-14 17:45:00,BUY,3350.917,3351.417,TP,0.5,-714.0
2025-07-14 17:50:00,BUY,3350.839,3351.339,TP,0.5,-713.5
2025-07-14 17:55:00,BUY,3351.044,3350.044,SL,-1.0,-714.5
2025-07-14 18:00:00,BUY,3350.315,3349.315,SL,-1.0,-715.5
2025-07-14 18:05:00,SELL,3348.511,3349.511,SL,-1.0,-716.5
2025-07-14 18:10:00,SELL,3349.219,3350.219,SL,-1.0,-717.5
2025-07-14 18:15:00,BUY,3350.639,3349.639,SL,-1.0,-718.5
2025-07-14 18:20:00,BUY,3349.719,3348.719,SL,-1.0,-719.5
2025-07-14 18:25:00,SELL,3349.199,3350.199,SL,-1.0,-720.5
2025-07-14 18:30:00,SELL,3349.7,3350.7,SL,-1.0,-721.5
2025-07-14 18:35:00,SELL,3350.001,3349.501,TP,0.5,-721.0
2025-07-14 18:40:00,SELL,3350.622,3350.122,TP,0.5,-720.5
2025-07-14 18:45:00,SELL,3350.111,3349.611,TP,0.5,-720.0
2025-07-14 18:50:00,SELL,3349.452,3348.952,TP,0.5,-719.5
2025-07-14 18:55:00,SELL,3348.869,3349.869,SL,-1.0,-720.5
2025-07-14 19:00:00,SELL,3349.858,3349.358,TP,0.5,-720.0
2025-07-14 19:05:00,SELL,3349.504,3349.004,TP,0.5,-719.5
2025-07-14 19:10:00,SELL,3349.786,3349.286,TP,0.5,-719.0
2025-07-14 19:15:00,SELL,3350.454,3349.954,TP,0.5,-718.5
2025-07-14 19:20:00,SELL,3348.772,3348.272,TP,0.5,-718.0
2025-07-14 19:25:00,SELL,3348.218,3347.718,TP,0.5,-717.5
2025-07-14 19:30:00,SELL,3347.887,3347.387,TP,0.5,-717.0
2025-07-14 19:35:00,SELL,3347.901,3347.401,TP,0.5,-716.5
2025-07-14 19:40:00,SELL,3346.284,3345.784,TP,0.5,-716.0
2025-07-14 19:45:00,SELL,3344.597,3345.597,SL,-1.0,-717.0
2025-07-14 19:50:00,SELL,3344.263,3343.763,TP,0.5,-716.5
2025-07-14 19:55:00,SELL,3344.125,3343.625,TP,0.5,-716.0
2025-07-14 20:00:00,SELL,3344.255,3345.255,SL,-1.0,-717.0
2025-07-14 20:05:00,SELL,3344.814,3344.314,TP,0.5,-716.5
2025-07-14 20:10:00,SELL,3345.165,3344.665,TP,0.5,-716.0
2025-07-14 20:15:00,SELL,3344.778,3344.278,TP,0.5,-715.5
2025-07-14 20:20:00,SELL,3344.2,3345.2,SL,-1.0,-716.5
2025-07-14 20:25:00,SELL,3344.809,3344.309,TP,0.5,-716.0
2025-07-14 20:30:00,SELL,3344.876,3344.376,TP,0.5,-715.5
2025-07-14 20:35:00,SELL,3342.699,3342.199,TP,0.5,-715.0
2025-07-14 20:40:00,SELL,3342.198,3341.698,TP,0.5,-714.5
2025-07-14 20:45:00,SELL,3342.254,3341.754,TP,0.5,-714.0
2025-07-14 20:50:00,SELL,3342.56,3343.56,SL,-1.0,-715.0
2025-07-14 20:55:00,SELL,3342.572,3343.572,SL,-1.0,-716.0
2025-07-14 22:00:00,SELL,3343.058,3342.558,TP,0.5,-715.5
2025-07-14 22:05:00,SELL,3341.874,3341.374,TP,0.5,-715.0
2025-07-14 22:10:00,SELL,3341.902,3342.902,SL,-1.0,-716.0
