open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,bid_volume,ask_volume,total_volume
2025-07-27 12:00:00,186.9500,187.3000,185.3800,186.3500,783260.34,2025-07-27 12:59:59.999,145933310.598470,94238,378491.59,70538500.592100,0,378491.59,404768.74999999994,783260.34
2025-07-27 13:00:00,186.3400,186.7100,185.4000,185.6800,492352.72,2025-07-27 13:59:59.999,91626901.552000,66245,220528.5,41041130.495000,0,220528.5,271824.22,492352.72
2025-07-27 14:00:00,185.6700,186.4500,185.0700,185.7000,552161.56,2025-07-27 14:59:59.999,102575802.457600,83273,289368.02,53767043.970700,0,289368.02,262793.54000000004,552161.56
2025-07-27 15:00:00,185.7100,186.4300,184.8000,186.3800,525146.42,2025-07-27 15:59:59.999,97446856.396900,88873,260735.23,48402891.290500,0,260735.23,264411.19000000006,525146.42
2025-07-27 16:00:00,186.3800,189.7000,186.3000,187.5800,1766076.95,2025-07-27 16:59:59.999,332482789.140140,201653,865381.97,162908846.111160,0,865381.97,900694.98,1766076.95
2025-07-27 17:00:00,187.5800,188.2900,185.8700,187.9900,1160333.92,2025-07-27 17:59:59.999,216993805.923060,148389,615951.92,115202099.796080,0,615951.92,544381.9999999999,1160333.92
2025-07-27 18:00:00,187.9900,188.7200,187.3700,188.3200,688109.15,2025-07-27 18:59:59.999,129493425.460500,97601,320097.42,60241781.244800,0,320097.42,368011.73000000004,688109.15
2025-07-27 19:00:00,188.3100,188.5200,186.8000,186.8900,329841.45,2025-07-27 19:59:59.999,61859134.265500,60400,143801.35,26972316.244200,0,143801.35,186040.1,329841.45
2025-07-27 20:00:00,186.8900,188.1500,186.6000,187.0600,304615.52,2025-07-27 20:59:59.999,57091297.934500,61542,161380.12,30248265.229300,0,161380.12,143235.40000000002,304615.52
2025-07-27 21:00:00,187.0700,187.9000,186.2700,187.9000,301944.8,2025-07-27 21:59:59.999,56442488.843200,55134,151826.83,28390733.919300,0,151826.83,150117.97,301944.8
2025-07-27 22:00:00,187.9000,190.6700,187.7500,188.8700,1291906.55,2025-07-27 22:59:59.999,245007638.732430,163873,617787.3,117160041.409970,0,617787.3,674119.25,1291906.55
2025-07-27 23:00:00,188.8600,189.0400,187.1100,188.5500,831528.6,2025-07-27 23:59:59.999,156312815.273780,121882,437297.37,82192170.162900,0,437297.37,394231.23,831528.6
2025-07-28 00:00:00,188.5600,191.0900,188.0200,189.6200,941132.73,2025-07-28 00:59:59.999,178608986.375350,154524,460446.53,87393413.625350,0,460446.53,480686.19999999995,941132.73
2025-07-28 01:00:00,189.6300,190.1000,187.5500,188.2000,710869.14,2025-07-28 01:59:59.999,134105576.448620,129038,341582.95,64429978.010900,0,341582.95,369286.19,710869.14
2025-07-28 02:00:00,188.2100,191.9600,187.8000,191.5400,1425169.89,2025-07-28 02:59:59.999,271656139.478350,173770,729189.78,138925298.862750,0,729189.78,695980.1099999999,1425169.89
2025-07-28 03:00:00,191.5400,193.7900,191.2100,193.2900,1387573.36,2025-07-28 03:59:59.999,267105520.376740,171596,703271.74,135375064.944340,0,703271.74,684301.6200000001,1387573.36
2025-07-28 04:00:00,193.2900,194.0200,192.4500,193.0400,961254.84,2025-07-28 04:59:59.999,185602028.326450,134687,466505.52,90093823.401650,0,466505.52,494749.31999999995,961254.84
2025-07-28 05:00:00,193.0400,195.3200,192.6600,194.3000,986085.38,2025-07-28 05:59:59.999,191123477.846080,129371,530356.26,102811759.227880,0,530356.26,455729.12,986085.38
2025-07-28 06:00:00,194.3100,194.4900,193.5200,193.9700,701712.92,2025-07-28 06:59:59.999,136062884.145120,84711,326372.01,63286123.913900,0,326372.01,375340.91000000003,701712.92
2025-07-28 07:00:00,193.9800,194.0600,191.5600,192.2900,1152457.13,2025-07-28 07:59:59.999,221699169.262220,124906,542414.49,104336650.821700,0,542414.49,610042.6399999999,1152457.13
2025-07-28 08:00:00,192.2900,192.7800,191.2000,192.5400,623309.68,2025-07-28 08:59:59.999,119681352.930500,86126,306025.53,58774129.301000,0,306025.53,317284.15,623309.68
2025-07-28 09:00:00,192.5300,193.3100,191.7500,193.0900,533385.59,2025-07-28 09:59:59.999,102750153.897500,76832,245042.1,47209370.953400,0,245042.1,288343.49,533385.59
2025-07-28 10:00:00,193.0900,193.2500,191.6400,192.2400,531655.48,2025-07-28 10:59:59.999,102286757.918700,75748,261846.69,50382097.782500,0,261846.69,269808.79,531655.48
2025-07-28 11:00:00,192.2400,192.2800,190.6000,191.9600,676037.66,2025-07-28 11:59:59.999,129339876.673490,86579,306026.6,58565021.576100,0,306026.6,370011.06000000006,676037.66
2025-07-28 12:00:00,191.9600,193.4900,191.3100,192.8200,861134.96,2025-07-28 12:59:59.999,165887493.514020,120373,464545.59,89488053.752220,0,464545.59,396589.36999999994,861134.96
2025-07-28 13:00:00,192.8300,192.9100,189.2300,190.1600,1946698.13,2025-07-28 13:59:59.999,371267086.693610,250336,896376.46,170949397.963800,0,896376.46,1050321.67,1946698.13
2025-07-28 14:00:00,190.1600,190.6600,186.6600,187.4600,2579620.34,2025-07-28 14:59:59.999,485372098.553560,277140,1089927.6,205045498.284200,0,1089927.6,1489692.7399999998,2579620.34
2025-07-28 15:00:00,187.4700,189.0200,186.4800,187.1400,1140580.83,2025-07-28 15:59:59.999,214247800.312700,168698,588800.49,110648082.947600,0,588800.49,551780.3400000001,1140580.83
2025-07-28 16:00:00,187.1300,187.9500,186.0500,186.5900,1050092.54,2025-07-28 16:59:59.999,196244412.813270,152067,489402.75,91481148.533260,0,489402.75,560689.79,1050092.54
2025-07-28 17:00:00,186.5900,187.3800,185.2400,185.8400,1093469.73,2025-07-28 17:59:59.999,203576017.162940,148769,458717.19,85440627.743900,0,458717.19,634752.54,1093469.73
2025-07-28 18:00:00,185.8400,186.1900,183.3600,185.0800,2027888.0,2025-07-28 18:59:59.999,374374536.394520,218468,905039.82,167123994.907300,0,905039.82,1122848.1800000002,2027888.0
2025-07-28 19:00:00,185.0700,186.3800,183.5500,185.2000,1280227.73,2025-07-28 19:59:59.999,236962326.055190,143590,656555.66,121563356.425170,0,656555.66,623672.07,1280227.73
2025-07-28 20:00:00,185.2100,185.4900,182.5200,184.1200,1335449.78,2025-07-28 20:59:59.999,245587461.048880,148080,568741.8,104619163.604820,0,568741.8,766707.98,1335449.78
2025-07-28 21:00:00,184.1100,185.1100,183.2400,184.1700,566979.44,2025-07-28 21:59:59.999,104500064.725700,105770,295540.74,54476172.766700,0,295540.74,271438.69999999995,566979.44
2025-07-28 22:00:00,184.1700,184.5600,182.0600,183.5700,814643.9,2025-07-28 22:59:59.999,149277592.094000,108532,397014.54,72769241.748600,0,397014.54,417629.36000000004,814643.9
2025-07-28 23:00:00,183.5800,183.9800,182.1200,183.0300,613029.7,2025-07-28 23:59:59.999,112346802.662500,86612,296176.26,54286685.845000,0,296176.26,316853.43999999994,613029.7
2025-07-29 00:00:00,183.0300,184.6200,180.6700,182.7300,1426837.54,2025-07-29 00:59:59.999,260761192.868640,158995,655339.37,119849780.494640,0,655339.37,771498.17,1426837.54
2025-07-29 01:00:00,182.7400,183.9500,181.5700,181.6700,567534.32,2025-07-29 01:59:59.999,103850316.868330,99539,280067.52,51252090.799630,0,280067.52,287466.79999999993,567534.32
2025-07-29 02:00:00,181.6800,182.3600,180.5000,182.2000,958862.68,2025-07-29 02:59:59.999,174045012.490100,136752,474996.15,86234235.416300,0,474996.15,483866.53,958862.68
2025-07-29 03:00:00,182.2100,184.6600,182.1700,184.2700,874995.89,2025-07-29 03:59:59.999,160579542.649520,117573,506357.74,92937208.669240,0,506357.74,368638.15,874995.89
2025-07-29 04:00:00,184.2700,184.7200,183.1400,183.3200,566628.61,2025-07-29 04:59:59.999,104258379.232400,83416,245485.11,45180342.029000,0,245485.11,321143.5,566628.61
2025-07-29 05:00:00,183.3300,184.8000,183.1300,184.7900,493133.08,2025-07-29 05:59:59.999,90799754.615100,70914,261327.95,48121979.622000,0,261327.95,231805.13,493133.08
2025-07-29 06:00:00,184.7900,185.5200,184.4100,184.7200,697659.79,2025-07-29 06:59:59.999,129068294.318800,95942,355530.51,65781045.758800,0,355530.51,342129.28,697659.79
2025-07-29 07:00:00,184.7200,186.5000,184.7200,185.9600,860103.14,2025-07-29 07:59:59.999,159702684.520860,98883,462782.97,85918621.145760,0,462782.97,397320.17000000004,860103.14
2025-07-29 08:00:00,185.9600,186.4400,184.7400,184.8300,616423.99,2025-07-29 08:59:59.999,114363476.349300,93687,289439.07,53715795.786500,0,289439.07,326984.92,616423.99
2025-07-29 09:00:00,184.8400,185.1400,184.1300,184.5200,509639.75,2025-07-29 09:59:59.999,94107784.796420,76461,230650.75,42596996.073200,0,230650.75,278989.0,509639.75
2025-07-29 10:00:00,184.5200,184.7200,182.1600,182.3000,937981.53,2025-07-29 10:59:59.999,171967730.917480,119858,415879.15,76261852.460330,0,415879.15,522102.38,937981.53
2025-07-29 11:00:00,182.2900,183.4500,182.2700,182.8300,423898.27,2025-07-29 11:59:59.999,77492726.253100,76565,228885.71,41844476.473900,0,228885.71,195012.56000000003,423898.27
2025-07-29 12:00:00,182.8400,184.4500,182.4700,183.8000,680591.19,2025-07-29 12:59:59.999,124968320.337580,100108,356555.44,65467452.151080,0,356555.44,324035.74999999994,680591.19
2025-07-29 13:00:00,183.8000,184.9300,182.1000,182.6200,1162772.72,2025-07-29 13:59:59.999,213625588.759060,158867,549679.36,101029096.887460,0,549679.36,613093.36,1162772.72
2025-07-29 14:00:00,182.6200,182.7300,179.5500,180.3100,2507631.12,2025-07-29 14:59:59.999,453657049.152790,251758,1097458.39,198600992.294200,0,1097458.39,1410172.7300000002,2507631.12
2025-07-29 15:00:00,180.3000,181.4000,179.1000,180.7100,1579682.27,2025-07-29 15:59:59.999,284721512.053480,173221,773147.48,139398706.171600,0,773147.48,806534.79,1579682.27
2025-07-29 16:00:00,180.7000,180.8800,178.1800,180.0000,1869359.17,2025-07-29 16:59:59.999,335410357.677950,187153,925484.25,166084485.145700,0,925484.25,943874.9199999999,1869359.17
2025-07-29 17:00:00,180.0000,181.6400,179.7200,181.4000,939084.28,2025-07-29 17:59:59.999,169866904.051460,116754,450336.43,81470670.503360,0,450336.43,488747.85000000003,939084.28
2025-07-29 18:00:00,181.3900,182.0500,180.6000,181.3800,435313.99,2025-07-29 18:59:59.999,78978904.638800,79928,203843.46,36989340.951300,0,203843.46,231470.53,435313.99
2025-07-29 19:00:00,181.3800,182.3300,180.2500,181.0000,759185.88,2025-07-29 19:59:59.999,137674064.929600,93070,337208.19,61156629.918100,0,337208.19,421977.69,759185.88
2025-07-29 20:00:00,180.9900,181.8200,179.4500,179.9900,938780.55,2025-07-29 20:59:59.999,169417081.756000,122044,495851.37,89499398.636700,0,495851.37,442929.18000000005,938780.55
2025-07-29 21:00:00,180.0000,181.5600,179.2000,181.1600,495087.14,2025-07-29 21:59:59.999,89186946.714300,74411,243111.12,43811574.235200,0,243111.12,251976.02000000002,495087.14
2025-07-29 22:00:00,181.1700,181.7500,180.3100,181.6200,377259.93,2025-07-29 22:59:59.999,68321207.539000,58411,153934.34,27878875.072100,0,153934.34,223325.59,377259.93
2025-07-29 23:00:00,181.6300,181.9000,180.8200,181.3900,322373.45,2025-07-29 23:59:59.999,58476538.828500,49379,143225.29,25983325.263300,0,143225.29,179148.16,322373.45
2025-07-30 00:00:00,181.3800,181.5000,179.2000,180.1300,606811.24,2025-07-30 00:59:59.999,109366975.123380,87805,303268.28,54638479.618600,0,303268.28,303542.95999999996,606811.24
2025-07-30 01:00:00,180.1300,181.8600,178.7100,181.2900,891947.04,2025-07-30 01:59:59.999,160923081.538680,109397,438281.42,79104955.108710,0,438281.42,453665.62000000005,891947.04
2025-07-30 02:00:00,181.2900,182.2900,181.0100,181.6800,562845.46,2025-07-30 02:59:59.999,102287319.359100,83438,292101.0,53089769.219700,0,292101.0,270744.45999999996,562845.46
2025-07-30 03:00:00,181.6700,182.1700,181.2400,181.6000,307892.78,2025-07-30 03:59:59.999,55942521.564400,61352,140766.54,25577673.717200,0,140766.54,167126.24000000002,307892.78
2025-07-30 04:00:00,181.6000,182.0300,180.0800,180.2200,480986.68,2025-07-30 04:59:59.999,87015005.561260,71778,194654.54,35226470.782800,0,194654.54,286332.14,480986.68
2025-07-30 05:00:00,180.2200,181.1700,179.2300,180.9300,729613.85,2025-07-30 05:59:59.999,131434072.240420,86051,331501.95,59735254.155200,0,331501.95,398111.89999999997,729613.85
2025-07-30 06:00:00,180.9300,182.0000,180.7000,181.9200,462854.46,2025-07-30 06:59:59.999,83937408.311150,74501,246587.88,44721228.767750,0,246587.88,216266.58000000002,462854.46
2025-07-30 07:00:00,181.9100,182.4800,180.2700,180.7400,723015.93,2025-07-30 07:59:59.999,131177861.727200,97995,324637.21,58905360.130900,0,324637.21,398378.72000000003,723015.93
2025-07-30 08:00:00,180.7400,181.4400,179.7500,180.4600,735174.92,2025-07-30 08:59:59.999,132684002.243160,91987,349684.42,63116361.868700,0,349684.42,385490.50000000006,735174.92
2025-07-30 09:00:00,180.4600,180.8600,178.5800,179.0300,950688.69,2025-07-30 09:59:59.999,170556078.114650,115048,451360.61,80965976.812100,0,451360.61,499328.07999999996,950688.69
2025-07-30 10:00:00,179.0200,180.0300,177.6100,177.9200,922163.0,2025-07-30 10:59:59.999,164923361.454600,104455,363675.69,65091378.462100,0,363675.69,558487.31,922163.0
2025-07-30 11:00:00,177.9200,178.6200,176.3100,177.2100,1627540.49,2025-07-30 11:59:59.999,288387785.682700,175459,713267.56,126431776.327500,0,713267.56,914272.9299999999,1627540.49
2025-07-30 12:00:00,177.2000,177.9800,176.5600,177.4400,1126765.84,2025-07-30 12:59:59.999,199779955.063520,129874,562623.55,99757076.743020,0,562623.55,564142.29,1126765.84
2025-07-30 13:00:00,177.4300,178.1800,176.5600,177.9000,1172661.54,2025-07-30 13:59:59.999,208047406.219600,144020,574808.35,101987631.661500,0,574808.35,597853.1900000001,1172661.54
2025-07-30 14:00:00,177.9000,180.5000,177.6200,180.0000,1295229.4,2025-07-30 14:59:59.999,231901833.821340,166598,703560.66,125991275.075840,0,703560.66,591668.7399999999,1295229.4
2025-07-30 15:00:00,180.0100,180.3000,178.1300,179.1200,809735.52,2025-07-30 15:59:59.999,145056561.693470,130511,352116.37,63091690.307600,0,352116.37,457619.15,809735.52
2025-07-30 16:00:00,179.1100,179.9600,178.2500,178.5700,542727.86,2025-07-30 16:59:59.999,97154114.512000,82481,267838.42,47959109.830200,0,267838.42,274889.44,542727.86
2025-07-30 17:00:00,178.5800,179.3000,178.1700,179.2700,410054.44,2025-07-30 17:59:59.999,73321039.824600,70938,211920.97,37897874.826300,0,211920.97,198133.47,410054.44
2025-07-30 18:00:00,179.2700,180.0900,175.6500,175.7900,1906947.51,2025-07-30 18:59:59.999,339177057.477100,240677,831701.95,148114988.392980,0,831701.95,1075245.56,1906947.51
2025-07-30 19:00:00,175.7900,176.3800,170.0000,176.0300,4757496.76,2025-07-30 19:59:59.999,826202447.547520,449738,2149356.5,373345390.047930,0,2149356.5,2608140.26,4757496.76
2025-07-30 20:00:00,176.0300,177.4100,175.6200,176.0900,1076931.1,2025-07-30 20:59:59.999,190125505.310440,123752,546332.94,96475819.777040,0,546332.94,530598.1600000001,1076931.1
2025-07-30 21:00:00,176.0800,176.5600,174.6700,175.7700,579456.37,2025-07-30 21:59:59.999,101726813.017820,78101,305592.47,53655307.816400,0,305592.47,273863.9,579456.37
2025-07-30 22:00:00,175.7600,176.3600,175.0200,176.2300,499406.23,2025-07-30 22:59:59.999,87751005.349860,77577,239102.23,42021022.695460,0,239102.23,260303.99999999997,499406.23
2025-07-30 23:00:00,176.2300,178.0000,176.1400,177.6800,529232.0,2025-07-30 23:59:59.999,93838455.460420,72608,258524.99,45831930.334620,0,258524.99,270707.01,529232.0
2025-07-31 00:00:00,177.6700,179.6400,177.5200,179.3300,684436.82,2025-07-31 00:59:59.999,122258630.544750,85224,424218.16,75792740.239250,0,424218.16,260218.65999999997,684436.82
2025-07-31 01:00:00,179.3400,180.0000,178.7700,179.3800,589030.96,2025-07-31 01:59:59.999,105669524.126200,73681,263116.76,47212048.701000,0,263116.76,325914.19999999995,589030.96
2025-07-31 02:00:00,179.3800,180.2600,179.1000,180.2300,361792.99,2025-07-31 02:59:59.999,65018069.335960,55523,212476.6,38199142.870760,0,212476.6,149316.38999999998,361792.99
2025-07-31 03:00:00,180.2300,180.4700,179.8600,180.2300,358151.14,2025-07-31 03:59:59.999,64516547.356130,48341,154585.25,27848517.245530,0,154585.25,203565.89,358151.14
2025-07-31 04:00:00,180.2200,180.8000,179.6900,180.7500,388128.95,2025-07-31 04:59:59.999,69953329.840100,49223,196046.66,35347795.454100,0,196046.66,192082.29,388128.95
2025-07-31 05:00:00,180.7600,181.1100,180.5000,180.6900,430522.88,2025-07-31 05:59:59.999,77863924.638000,50055,194869.23,35246698.148700,0,194869.23,235653.65,430522.88
2025-07-31 06:00:00,180.6900,181.5500,180.2300,181.1900,519497.12,2025-07-31 06:59:59.999,93987981.268400,65647,256909.85,46486002.180100,0,256909.85,262587.27,519497.12
2025-07-31 07:00:00,181.1900,181.3100,180.8000,181.1500,324652.66,2025-07-31 07:59:59.999,58776719.072000,48226,170712.67,30909692.270000,0,170712.67,153939.98999999996,324652.66
2025-07-31 08:00:00,181.1600,182.0800,180.9700,181.6100,485102.25,2025-07-31 08:59:59.999,88091946.139400,55895,281583.1,51142920.551600,0,281583.1,203519.15000000002,485102.25
2025-07-31 09:00:00,181.6000,182.6600,181.4900,182.4500,466632.52,2025-07-31 09:59:59.999,84936175.338300,55138,256592.7,46712627.443400,0,256592.7,210039.82,466632.52
2025-07-31 10:00:00,182.4500,182.5500,181.2300,181.2800,527722.57,2025-07-31 10:59:59.999,95987461.678800,60908,203939.52,37100548.006500,0,203939.52,323783.04999999993,527722.57
2025-07-31 11:00:00,181.2900,181.4800,180.1300,180.6600,759907.08,2025-07-31 11:59:59.999,137446945.371760,80805,309745.25,56026428.957100,0,309745.25,450161.82999999996,759907.08
2025-07-31 12:00:00,180.6600,180.8300,178.6200,179.2700,1107363.97,2025-07-31 12:59:59.999,198903261.710650,120099,506592.82,90999938.715500,0,506592.82,600771.1499999999,1107363.97
2025-07-31 13:00:00,179.2700,179.3000,176.6100,177.5800,2032365.51,2025-07-31 13:59:59.999,360798798.859300,197241,952343.04,169061264.235900,0,952343.04,1080022.47,2032365.51
2025-07-31 14:00:00,177.5800,178.1300,175.3800,175.5800,1778794.72,2025-07-31 14:59:59.999,313911097.809760,183624,752658.25,132870608.751500,0,752658.25,1026136.47,1778794.72
2025-07-31 15:00:00,175.5800,177.3600,175.1400,177.2100,1045169.94,2025-07-31 15:59:59.999,184413216.036760,144734,510939.14,90175762.619960,0,510939.14,534230.7999999999,1045169.94
2025-07-31 16:00:00,177.2200,179.7000,177.0300,179.1700,1193366.83,2025-07-31 16:59:59.999,212955983.698790,146794,624137.8,111370185.402490,0,624137.8,569229.03,1193366.83
2025-07-31 17:00:00,179.1700,179.2200,176.7100,177.1900,928703.25,2025-07-31 17:59:59.999,165082356.805020,139100,407537.08,72460110.049700,0,407537.08,521166.17,928703.25
2025-07-31 18:00:00,177.2000,178.0100,175.4800,177.6500,1041236.47,2025-07-31 18:59:59.999,184017097.893740,133831,499564.17,88296306.766180,0,499564.17,541672.3,1041236.47
2025-07-31 19:00:00,177.6600,178.1200,174.6600,175.2200,1306221.67,2025-07-31 19:59:59.999,229799452.931080,151601,463435.42,81550488.041600,0,463435.42,842786.25,1306221.67
2025-07-31 20:00:00,175.2200,175.6600,174.1300,175.3700,1394120.71,2025-07-31 20:59:59.999,243823100.074070,138979,765245.77,133865963.368300,0,765245.77,628874.94,1394120.71
2025-07-31 21:00:00,175.3800,175.6000,172.6300,173.7400,1114810.81,2025-07-31 21:59:59.999,194082064.431730,116955,439272.04,76541648.486600,0,439272.04,675538.77,1114810.81
2025-07-31 22:00:00,173.7400,174.3800,172.3300,172.8300,896031.37,2025-07-31 22:59:59.999,155129763.320100,116028,413906.53,71689108.124000,0,413906.53,482124.83999999997,896031.37
2025-07-31 23:00:00,172.8300,173.6800,171.3600,172.1500,1067506.17,2025-07-31 23:59:59.999,184005520.485900,113316,494019.42,85215582.592500,0,494019.42,573486.75,1067506.17
2025-08-01 00:00:00,172.1500,172.1900,167.2400,170.2400,2951424.13,2025-08-01 00:59:59.999,501273597.413060,278294,1291574.81,219483743.174840,0,1291574.81,1659849.3199999998,2951424.13
2025-08-01 01:00:00,170.2500,170.7900,167.8600,169.4600,1892333.9,2025-08-01 01:59:59.999,320890408.222670,228172,990058.95,167922723.250640,0,990058.95,902274.95,1892333.9
2025-08-01 02:00:00,169.4500,171.7400,169.1100,171.3100,1084433.26,2025-08-01 02:59:59.999,185324513.581670,143762,613111.79,104775279.810470,0,613111.79,471321.47,1084433.26
2025-08-01 03:00:00,171.3100,172.0800,170.8400,171.0200,590420.3,2025-08-01 03:59:59.999,101257310.837100,91640,271961.57,46652044.662500,0,271961.57,318458.73000000004,590420.3
2025-08-01 04:00:00,171.0300,171.0300,169.2000,169.5600,901040.98,2025-08-01 04:59:59.999,153127411.858040,132932,393020.17,66772534.541500,0,393020.17,508020.81,901040.98
2025-08-01 05:00:00,169.5500,170.2000,168.1000,169.0100,947654.96,2025-08-01 05:59:59.999,160142229.293630,139172,418630.04,70765131.527200,0,418630.04,529024.9199999999,947654.96
2025-08-01 06:00:00,169.0200,169.5600,167.8600,169.4500,1016994.44,2025-08-01 06:59:59.999,171491683.748650,128306,467066.0,78765646.131900,0,467066.0,549928.44,1016994.44
2025-08-01 07:00:00,169.4400,169.8800,168.1600,169.3300,1033679.62,2025-08-01 07:59:59.999,174740809.207600,129882,474958.12,80293585.583400,0,474958.12,558721.5,1033679.62
2025-08-01 08:00:00,169.3300,169.3300,166.0000,167.5300,2277878.42,2025-08-01 08:59:59.999,381458925.385930,258730,993036.22,166361939.290410,0,993036.22,1284842.2,2277878.42
2025-08-01 09:00:00,167.5400,168.8000,167.1000,167.2700,934752.77,2025-08-01 09:59:59.999,157046279.479200,115638,521990.91,87713507.774400,0,521990.91,412761.86000000004,934752.77
2025-08-01 10:00:00,167.2700,168.6800,167.0000,168.5300,635624.22,2025-08-01 10:59:59.999,106858679.256100,97676,299324.37,50322009.241800,0,299324.37,336299.85,635624.22
