time,open,high,low,close,tick_volume,spread,real_volume
2022-02-13,1855.608,1861.547,1855.387,1859.538,4308,200,0
2022-02-14,1859.568,1874.102,1850.562,1871.048,110616,200,0
2022-02-15,1871.07,1879.466,1844.081,1852.964,102219,200,0
2022-02-16,1852.951,1872.512,1850.275,1869.906,84884,200,0
2022-02-17,1869.938,1900.989,1867.772,1899.944,117790,200,0
2022-02-18,1899.977,1902.395,1886.288,1897.807,90006,200,0
2022-02-20,1903.076,1906.406,1900.349,1904.863,3825,200,0
2022-02-21,1904.861,1914.09,1887.562,1909.377,78508,200,0
2022-02-22,1909.376,1913.754,1891.161,1898.158,103143,200,0
2022-02-23,1898.156,1911.524,1889.367,1910.758,84919,200,0
2022-02-24,1910.754,1974.331,1877.772,1906.531,248206,200,0
2022-02-25,1906.534,1921.484,1882.673,1889.003,146868,200,0
2022-02-27,1921.032,1927.297,1904.329,1910.211,13881,200,0
2022-02-28,1910.171,1919.174,1890.826,1906.268,142235,200,0
2022-03-01,1906.236,1950.209,1901.367,1942.269,137898,200,0
2022-03-02,1942.264,1947.856,1913.468,1928.805,156251,200,0
2022-03-03,1928.837,1941.243,1921.978,1934.87,121829,200,0
2022-03-04,1934.879,1970.844,1929.388,1970.317,152565,200,0
2022-03-06,1981.416,1991.499,1981.233,1988.583,11608,200,0
2022-03-07,1988.6,2002.716,1960.799,1998.736,222710,200,0
2022-03-08,1998.753,2070.292,1980.906,2043.828,317312,200,0
2022-03-09,2043.799,2059.09,1975.866,1989.867,262480,200,0
2022-03-10,1989.862,2009.102,1970.412,1995.387,205978,200,0
2022-03-11,1995.388,1997.308,1958.306,1988.147,162907,200,0
2022-03-13,1980.342,1983.847,1970.76,1974.302,8520,200,0
2022-03-14,1974.263,1978.865,1949.352,1952.184,132363,200,0
2022-03-15,1952.176,1952.208,1906.916,1918.085,154069,200,0
2022-03-16,1918.082,1929.424,1894.75,1927.034,152497,200,0
2022-03-17,1927.03,1949.689,1925.557,1943.947,117718,200,0
2022-03-18,1943.915,1945.34,1917.946,1921.271,113209,200,0
2022-03-20,1925.067,1926.334,1918.261,1918.985,4776,200,0
2022-03-21,1919.007,1941.097,1917.862,1935.579,98865,200,0
2022-03-22,1935.611,1938.331,1910.378,1919.665,109007,200,0
2022-03-23,1919.663,1948.31,1915.575,1946.106,93503,200,0
2022-03-24,1946.073,1966.151,1937.434,1959.217,111282,200,0
2022-03-25,1959.236,1964.253,1943.079,1958.243,99684,200,0
2022-03-27,1955.588,1957.911,1954.787,1957.209,4352,200,0
2022-03-28,1957.203,1958.405,1916.898,1924.041,130309,200,0
2022-03-29,1924.04,1929.272,1890.113,1916.354,134902,200,0
2022-03-30,1916.363,1938.489,1915.905,1934.044,107051,200,0
2022-03-31,1934.075,1949.76,1918.847,1936.702,110702,200,0
2022-04-01,1936.704,1939.493,1917.848,1924.495,111512,200,0
2022-04-03,1924.641,1924.995,1921.444,1924.674,3324,200,0
2022-04-04,1924.635,1936.815,1915.251,1931.493,98221,200,0
2022-04-05,1931.51,1944.555,1917.767,1920.618,106471,200,0
2022-04-06,1920.617,1933.332,1914.838,1923.806,123666,200,0
2022-04-07,1923.783,1937.538,1920.496,1932.938,99962,200,0
2022-04-08,1932.968,1948.146,1927.668,1947.868,91375,200,0
2022-04-10,1948.292,1950.0,1943.18,1944.606,4961,200,0
2022-04-11,1944.61,1969.435,1939.975,1952.799,114249,200,0
2022-04-12,1952.772,1978.253,1949.605,1965.899,112600,200,0
2022-04-13,1965.931,1981.532,1962.845,1977.082,97491,200,0
2022-04-14,1977.047,1980.308,1960.42,1973.111,95673,200,0
2022-04-17,1972.91,1987.767,1971.978,1986.463,7352,200,0
2022-04-18,1986.493,1998.024,1976.042,1977.161,100376,200,0
2022-04-19,1977.192,1981.721,1943.618,1949.718,115039,200,0
2022-04-20,1949.748,1958.332,1939.088,1956.797,111044,200,0
2022-04-21,1956.794,1957.397,1936.388,1950.897,109229,200,0
2022-04-22,1950.864,1955.483,1926.197,1931.5,122084,200,0
2022-04-24,1932.305,1934.435,1929.527,1932.663,4920,200,0
2022-04-25,1932.661,1932.726,1891.134,1899.375,142591,200,0
2022-04-26,1899.407,1910.939,1895.449,1906.529,119358,200,0
2022-04-27,1906.543,1906.789,1881.037,1885.633,120879,200,0
2022-04-28,1885.625,1896.735,1871.981,1895.515,121984,200,0
2022-04-29,1895.526,1919.762,1894.415,1896.72,112102,200,0
2022-05-01,1899.389,1899.899,1896.106,1897.236,6224,200,0
2022-05-02,1897.206,1898.451,1854.428,1863.15,110176,200,0
2022-05-03,1863.149,1877.892,1850.192,1868.33,100110,200,0
2022-05-04,1868.298,1894.144,1861.438,1893.932,120006,200,0
2022-05-05,1893.971,1909.551,1872.327,1874.231,135609,200,0
2022-05-06,1874.199,1892.504,1865.961,1883.631,115722,200,0
2022-05-08,1883.561,1885.697,1879.889,1881.256,5207,200,0
2022-05-09,1881.244,1882.073,1851.677,1854.636,116474,200,0
2022-05-10,1854.605,1865.365,1833.109,1833.584,123340,200,0
2022-05-11,1833.614,1857.973,1832.015,1854.064,129678,200,0
2022-05-12,1854.063,1858.745,1810.519,1821.379,138180,200,0
2022-05-13,1821.414,1828.559,1798.81,1811.491,105469,200,0
2022-05-15,1813.943,1814.561,1809.718,1813.161,5868,200,0
2022-05-16,1813.19,1829.184,1786.381,1826.353,109847,200,0
2022-05-17,1826.388,1836.051,1812.886,1814.521,102806,200,0
2022-05-18,1814.49,1824.673,1807.231,1816.015,96046,200,0
2022-05-19,1816.029,1849.115,1810.833,1842.072,111091,200,0
2022-05-20,1842.064,1849.365,1832.312,1846.487,90594,200,0
2022-05-22,1849.009,1849.587,1843.478,1846.283,5063,200,0
2022-05-23,1846.284,1865.372,1845.756,1853.883,87084,200,0
2022-05-24,1853.919,1869.656,1849.303,1867.329,80818,200,0
2022-05-25,1867.361,1867.995,1841.3,1853.974,82338,200,0
2022-05-26,1853.944,1854.26,1840.804,1852.799,83102,200,0
2022-05-27,1852.779,1862.113,1847.933,1853.024,77236,200,0
2022-05-29,1852.618,1853.909,1848.158,1849.849,3394,200,0
2022-05-30,1849.872,1863.953,1848.661,1852.384,53669,200,0
2022-05-31,1852.416,1857.07,1835.015,1836.404,92803,200,0
2022-06-01,1836.437,1849.923,1828.429,1845.949,96111,200,0
2022-06-02,1845.953,1870.543,1844.065,1869.855,82908,200,0
2022-06-03,1869.886,1873.967,1847.249,1850.96,77381,200,0
2022-06-05,1850.955,1853.237,1850.103,1851.478,2805,200,0
2022-06-06,1851.48,1857.898,1837.957,1839.385,73853,200,0
2022-06-07,1839.404,1855.484,1836.939,1853.566,79454,200,0
2022-06-08,1853.569,1859.61,1844.488,1852.692,74411,200,0
2022-06-09,1852.695,1855.255,1840.008,1846.918,81409,200,0
2022-06-10,1846.945,1875.847,1825.079,1871.532,115431,200,0
2022-06-12,1878.07,1878.832,1874.666,1876.949,6102,200,0
2022-06-13,1876.93,1877.351,1809.14,1821.013,138293,200,0
2022-06-14,1820.98,1831.57,1805.064,1810.902,123223,200,0
2022-06-15,1810.872,1841.828,1808.642,1833.827,150976,200,0
2022-06-16,1833.811,1857.493,1815.391,1850.809,130437,200,0
2022-06-17,1850.821,1852.917,1833.817,1840.248,109003,200,0
2022-06-19,1836.197,1840.32,1834.725,1838.432,5130,200,0
2022-06-20,1838.436,1846.093,1835.153,1839.076,63787,200,0
2022-06-21,1839.091,1843.581,1828.531,1831.32,90406,200,0
2022-06-22,1831.288,1847.815,1823.291,1836.562,103018,200,0
2022-06-23,1836.593,1845.908,1822.481,1824.582,102430,200,0
2022-06-24,1824.585,1831.621,1816.879,1827.1,94116,200,0
2022-06-26,1836.268,1836.298,1829.99,1831.024,7000,200,0
2022-06-27,1831.005,1840.818,1820.729,1823.494,87967,200,0
2022-06-28,1823.506,1829.452,1818.256,1818.377,79619,200,0
2022-06-29,1818.347,1832.88,1811.848,1818.883,89385,200,0
2022-06-30,1818.896,1825.133,1802.627,1806.548,100818,200,0
2022-07-01,1806.552,1809.394,1784.473,1809.341,112094,200,0
2022-07-03,1810.342,1810.937,1808.034,1808.071,4033,200,0
2022-07-04,1808.062,1814.091,1803.765,1809.285,56438,200,0
2022-07-05,1809.287,1812.081,1763.729,1769.527,109374,200,0
2022-07-06,1769.524,1772.784,1732.221,1739.958,124545,200,0
2022-07-07,1739.989,1748.998,1736.482,1741.722,89327,200,0
2022-07-08,1741.754,1752.349,1732.813,1742.249,93328,200,0
2022-07-10,1741.088,1744.589,1740.873,1741.965,3890,200,0
2022-07-11,1741.998,1743.548,1731.223,1733.238,80152,200,0
2022-07-12,1733.236,1743.94,1723.2,1725.287,99109,200,0
2022-07-13,1725.317,1745.318,1706.931,1731.99,124092,200,0
2022-07-14,1731.972,1733.521,1697.565,1711.655,129533,200,0
2022-07-15,1711.692,1716.563,1698.877,1707.44,99110,200,0
2022-07-17,1706.571,1710.646,1706.536,1710.297,4178,200,0
2022-07-18,1710.292,1723.731,1706.616,1708.215,87734,200,0
2022-07-19,1708.198,1718.373,1705.3,1709.954,78371,200,0
2022-07-20,1709.924,1714.326,1692.141,1695.406,83919,200,0
2022-07-21,1695.357,1720.269,1680.811,1718.076,117453,200,0
2022-07-22,1718.046,1739.179,1712.809,1727.469,94924,200,0
2022-07-24,1726.25,1727.089,1724.282,1724.673,3980,200,0
2022-07-25,1724.676,1736.012,1714.721,1718.99,81371,200,0
2022-07-26,1719.03,1728.145,1713.555,1717.9,79703,200,0
2022-07-27,1717.929,1740.177,1711.358,1738.769,95469,200,0
2022-07-28,1738.764,1757.039,1733.993,1754.908,113787,200,0
2022-07-29,1754.898,1767.905,1752.116,1766.178,95353,200,0
2022-07-31,1765.356,1765.39,1760.893,1762.141,3687,200,0
2022-08-01,1762.172,1775.302,1758.22,1772.228,88751,200,0
2022-08-02,1772.261,1787.96,1754.784,1756.675,112389,200,0
2022-08-03,1756.669,1772.769,1754.321,1763.586,92443,200,0
2022-08-04,1763.617,1794.882,1763.358,1793.38,86655,200,0
2022-08-05,1793.347,1794.863,1764.955,1775.628,98370,200,0
2022-08-07,1773.369,1775.023,1772.643,1774.558,3096,200,0
2022-08-08,1774.562,1790.651,1771.119,1789.192,67822,200,0
2022-08-09,1789.176,1800.41,1783.177,1794.082,75715,200,0
2022-08-10,1794.086,1807.831,1787.574,1791.66,91465,200,0
2022-08-11,1791.675,1799.215,1783.521,1788.95,82855,200,0
2022-08-12,1788.923,1802.198,1784.81,1801.884,74536,200,0
2022-08-14,1801.505,1801.765,1798.969,1799.103,3025,200,0
2022-08-15,1799.072,1801.693,1772.814,1778.509,84773,200,0
2022-08-16,1778.547,1783.068,1771.198,1775.556,73288,200,0
2022-08-17,1775.564,1782.159,1759.7,1764.909,91785,200,0
2022-08-18,1764.911,1772.362,1755.304,1758.387,80117,200,0
2022-08-19,1758.39,1758.55,1745.49,1747.376,77219,200,0
2022-08-21,1745.586,1748.094,1744.969,1745.664,3670,200,0
2022-08-22,1745.668,1748.992,1727.749,1735.22,84051,200,0
2022-08-23,1735.227,1754.057,1730.786,1745.97,85337,200,0
2022-08-24,1745.972,1755.904,1742.431,1750.98,78536,200,0
2022-08-25,1750.974,1765.437,1749.921,1756.384,78165,200,0
2022-08-26,1756.377,1758.757,1734.13,1737.998,101754,200,0
2022-08-28,1734.774,1738.525,1733.125,1734.735,6173,200,0
2022-08-29,1734.741,1745.407,1720.28,1739.526,90780,200,0
2022-08-30,1739.51,1740.474,1721.131,1723.304,83874,200,0
2022-08-31,1723.302,1726.483,1705.48,1708.952,93203,200,0
2022-09-01,1708.919,1708.919,1688.723,1697.207,97151,200,0
2022-09-02,1697.174,1717.932,1696.266,1712.532,91214,200,0
2022-09-04,1711.024,1711.509,1707.899,1707.958,3101,200,0
2022-09-05,1707.929,1715.705,1707.72,1713.927,51592,200,0
2022-09-06,1713.921,1726.337,1699.751,1703.478,95458,200,0
2022-09-07,1703.475,1719.426,1691.358,1716.553,95631,200,0
2022-09-08,1716.548,1727.938,1703.814,1710.648,106130,200,0
2022-09-09,1710.618,1729.336,1709.683,1717.186,87122,200,0
2022-09-11,1718.402,1720.155,1716.742,1718.396,3416,200,0
2022-09-12,1718.365,1735.081,1711.946,1725.246,92488,200,0
2022-09-13,1725.236,1731.772,1696.943,1702.097,114566,200,0
2022-09-14,1702.141,1707.068,1693.596,1697.512,99561,200,0
2022-09-15,1697.494,1697.775,1660.181,1662.357,103849,200,0
2022-09-16,1662.336,1680.173,1654.095,1675.286,95570,200,0
2022-09-18,1674.412,1679.963,1673.966,1677.946,4036,200,0
2022-09-19,1677.914,1678.74,1659.622,1675.752,84643,200,0
2022-09-20,1675.744,1679.43,1659.913,1666.4,87179,200,0
2022-09-21,1666.392,1688.033,1653.772,1667.043,141289,200,0
2022-09-22,1667.04,1684.833,1655.508,1672.724,138880,200,0
2022-09-23,1672.737,1675.933,1639.714,1643.877,118530,200,0
2022-09-25,1643.172,1645.673,1640.355,1644.054,5574,200,0
2022-09-26,1644.085,1649.598,1621.048,1627.669,150748,200,0
2022-09-27,1627.637,1642.334,1626.649,1628.797,114225,200,0
2022-09-28,1628.795,1662.66,1614.427,1656.115,147564,200,0
2022-09-29,1656.147,1665.171,1641.435,1664.567,132544,200,0
2022-09-30,1664.576,1675.424,1659.198,1660.963,121494,200,0
2022-10-02,1664.009,1665.394,1663.255,1664.152,4625,200,0
2022-10-03,1664.122,1702.553,1659.578,1700.996,126167,200,0
2022-10-04,1701.0,1729.469,1695.125,1725.563,120508,200,0
2022-10-05,1725.562,1727.552,1700.445,1718.379,118198,200,0
2022-10-06,1718.416,1725.491,1706.888,1711.869,108878,200,0
2022-10-07,1711.89,1714.764,1690.453,1695.001,116036,200,0
2022-10-09,1696.236,1699.857,1695.794,1696.694,4572,200,0
2022-10-10,1696.695,1697.232,1665.618,1670.131,101528,200,0
2022-10-11,1670.1,1683.879,1660.867,1664.037,122720,200,0
2022-10-12,1664.015,1678.298,1661.379,1674.483,118115,200,0
2022-10-13,1674.46,1682.36,1642.337,1663.441,152371,200,0
2022-10-14,1663.418,1671.694,1640.123,1644.267,126301,200,0
2022-10-16,1646.163,1647.656,1644.094,1647.47,4635,200,0
2022-10-17,1647.455,1668.339,1646.361,1650.698,97286,200,0
2022-10-18,1650.73,1660.853,1645.81,1652.305,104392,200,0
2022-10-19,1652.304,1653.366,1626.464,1627.097,103929,200,0
2022-10-20,1627.064,1645.57,1622.403,1626.98,107867,200,0
2022-10-21,1626.979,1658.087,1616.886,1657.806,154326,200,0
2022-10-23,1659.975,1670.806,1656.61,1661.251,20028,200,0
2022-10-24,1661.219,1663.306,1643.903,1651.742,126304,200,0
2022-10-25,1651.773,1662.281,1638.121,1652.755,107096,200,0
2022-10-26,1652.765,1674.834,1649.733,1667.513,110046,200,0
2022-10-27,1667.524,1670.754,1654.798,1661.862,122399,200,0
2022-10-28,1661.861,1666.992,1637.811,1644.598,109840,200,0
2022-10-30,1643.727,1645.373,1643.003,1643.446,4695,200,0
2022-10-31,1643.413,1645.56,1631.677,1632.416,86308,200,0
2022-11-01,1632.419,1656.969,1630.689,1646.772,109639,200,0
2022-11-02,1646.804,1669.428,1631.8,1633.721,137083,200,0
2022-11-03,1633.718,1640.911,1616.624,1629.737,115067,200,0
2022-11-04,1629.771,1681.665,1629.315,1680.966,133186,200,0
2022-11-06,1675.168,1680.309,1672.277,1672.66,5337,200,0
2022-11-07,1672.698,1681.865,1666.852,1674.072,103112,200,0
2022-11-08,1674.084,1716.901,1664.487,1711.587,118516,200,0
2022-11-09,1711.583,1722.291,1702.124,1706.45,124413,200,0
2022-11-10,1706.469,1757.196,1703.98,1752.196,145379,200,0
2022-11-11,1752.192,1772.822,1747.23,1770.992,129636,200,0
2022-11-13,1763.488,1764.891,1761.422,1763.439,4142,200,0
2022-11-14,1763.447,1775.007,1753.101,1769.481,114629,200,0
2022-11-15,1769.516,1786.472,1767.047,1780.746,154427,200,0
2022-11-16,1780.774,1784.992,1770.272,1773.843,121910,200,0
2022-11-17,1773.862,1774.762,1754.443,1760.058,111262,200,0
2022-11-18,1760.026,1767.674,1747.487,1750.852,93369,200,0
2022-11-20,1751.196,1752.595,1750.869,1752.261,2432,200,0
2022-11-21,1752.256,1752.986,1732.473,1738.506,101151,200,0
2022-11-22,1738.513,1749.596,1737.008,1741.139,89700,200,0
2022-11-23,1741.14,1753.178,1726.319,1752.271,106091,200,0
2022-11-24,1752.302,1758.565,1752.297,1755.189,62916,200,0
2022-11-25,1755.375,1761.12,1745.947,1755.969,74191,200,0
2022-11-27,1753.479,1754.215,1749.919,1750.9,1548,200,0
2022-11-28,1750.883,1763.703,1739.601,1741.231,103651,200,0
2022-11-29,1741.252,1758.749,1740.23,1748.884,96318,200,0
2022-11-30,1748.92,1773.44,1744.645,1773.332,122025,200,0
2022-12-01,1773.354,1804.439,1771.933,1802.253,122287,200,0
2022-12-02,1802.284,1802.96,1778.425,1797.945,117886,200,0
2022-12-04,1795.131,1799.341,1794.397,1798.946,3012,200,0
2022-12-05,1798.977,1809.886,1765.756,1769.348,110073,200,0
2022-12-06,1769.314,1780.835,1767.201,1770.915,94670,200,0
2022-12-07,1770.918,1790.489,1768.683,1786.964,105243,200,0
2022-12-08,1786.974,1794.664,1781.372,1789.207,87471,200,0
2022-12-09,1789.21,1806.043,1788.466,1797.455,98079,200,0
2022-12-11,1795.942,1796.635,1794.757,1794.954,2137,200,0
2022-12-12,1794.938,1795.446,1777.541,1781.893,86583,200,0
2022-12-13,1781.894,1824.45,1780.983,1809.588,130034,200,0
2022-12-14,1809.586,1814.085,1795.718,1807.616,129124,200,0
2022-12-15,1807.617,1807.818,1773.434,1776.49,120652,200,0
2022-12-16,1776.456,1794.228,1774.271,1793.062,95318,200,0
2022-12-18,1792.453,1793.006,1790.95,1791.017,2246,200,0
2022-12-19,1790.997,1798.712,1783.783,1787.255,82183,200,0
2022-12-20,1787.224,1821.02,1784.563,1817.199,125521,200,0
2022-12-21,1817.168,1823.76,1811.854,1814.892,90916,200,0
2022-12-22,1814.856,1820.365,1784.764,1793.44,99405,200,0
2022-12-23,1793.461,1803.194,1791.14,1798.469,85411,200,0
2022-12-26,1799.575,1803.087,1799.248,1800.842,1600,1955,0
2022-12-27,1800.845,1832.979,1800.238,1812.353,91864,200,0
2022-12-28,1812.377,1814.566,1796.946,1805.765,88176,200,0
2022-12-29,1805.728,1820.145,1804.34,1815.096,81990,200,0
2022-12-30,1815.108,1825.985,1813.189,1823.51,88313,200,0
2023-01-02,1825.968,1830.46,1823.998,1829.131,2383,834,0
2023-01-03,1829.11,1849.902,1826.747,1836.522,123212,200,0
2023-01-04,1836.501,1865.086,1836.185,1854.827,124302,200,0
2023-01-05,1854.794,1858.971,1824.835,1832.799,116567,200,0
2023-01-06,1832.8,1869.783,1831.265,1865.989,119328,200,0
2023-01-08,1866.736,1869.922,1866.716,1869.602,3670,200,0
2023-01-09,1869.595,1881.424,1867.099,1870.487,108201,200,0
2023-01-10,1870.477,1880.719,1867.789,1877.167,103765,200,0
2023-01-11,1877.196,1886.576,1866.893,1876.939,100753,200,0
2023-01-12,1876.935,1901.404,1873.233,1898.022,133237,200,0
2023-01-13,1898.023,1921.854,1892.282,1920.251,111562,200,0
2023-01-15,1919.066,1920.45,1916.844,1916.893,2928,200,0
2023-01-16,1916.904,1928.951,1910.813,1917.856,69244,200,0
2023-01-17,1917.882,1918.996,1903.633,1908.691,101939,200,0
2023-01-18,1908.674,1925.862,1896.559,1906.818,129160,200,0
2023-01-19,1906.848,1935.129,1900.95,1931.68,114677,200,0
2023-01-20,1931.683,1937.383,1920.58,1925.916,97925,200,0
2023-01-22,1924.243,1927.327,1924.189,1927.258,2521,200,0
2023-01-23,1927.232,1935.466,1911.296,1931.325,105366,200,0
2023-01-24,1931.313,1942.395,1916.962,1936.963,101115,200,0
2023-01-25,1936.953,1948.739,1919.693,1948.321,107036,200,0
2023-01-26,1948.346,1949.116,1918.36,1930.718,113360,200,0
2023-01-27,1930.679,1935.025,1916.455,1928.265,92726,200,0
2023-01-29,1926.737,1928.918,1926.408,1928.854,2431,200,0
2023-01-30,1928.859,1934.425,1920.627,1922.089,96194,200,0
2023-01-31,1922.121,1931.088,1900.736,1927.336,110416,200,0
2023-02-01,1927.329,1956.112,1920.494,1953.043,138664,200,0
2023-02-02,1953.008,1959.639,1911.211,1915.002,144425,200,0
2023-02-03,1914.998,1918.515,1861.424,1865.805,152562,0,0
2023-02-05,1864.169,1869.894,1863.718,1865.462,4303,200,0
2023-02-06,1865.429,1881.296,1862.982,1868.476,112453,200,0
2023-02-07,1868.507,1884.428,1864.972,1872.894,137566,200,0
2023-02-08,1872.893,1886.342,1868.977,1874.989,102312,200,0
2023-02-09,1874.983,1890.02,1858.842,1862.322,113690,200,0
2023-02-10,1862.353,1872.159,1852.744,1865.314,115655,200,0
2023-02-12,1863.97,1865.29,1862.633,1862.705,2215,200,0
2023-02-13,1862.739,1866.533,1850.417,1854.376,92835,200,0
2023-02-14,1854.38,1870.282,1843.14,1854.865,155839,200,0
2023-02-15,1854.862,1860.066,1830.262,1836.361,117901,200,0
2023-02-16,1836.353,1845.266,1827.404,1834.272,114968,200,0
2023-02-17,1834.288,1843.547,1818.861,1842.499,107722,200,0
2023-02-19,1841.163,1841.687,1838.386,1838.659,2114,200,0
2023-02-20,1838.666,1847.39,1837.282,1841.674,51899,200,0
